order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,payment_sequential,payment_type,payment_installments,payment_value,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,order_year,order_month,order_dayofweek,order_hour,delivery_days,product_volume,price_per_gram,order_purchase_timestamp_count,order_purchase_timestamp_max,payment_value_sum,payment_value_mean,delivery_days_mean,price_sum,price_mean,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Customer_Segment,Cluster,period
cac247cece621e1bc64748d44331d22d,a39a11e156aa248ef573dbb7c65580d2,delivered,2016-10-05 12:34:04,2016-10-06 15:49:11,2016-10-30 15:24:49,2016-11-04 14:31:26,2016-12-07,1979dc402581a74e2bd0c0853951311d,52091,Recife,PE,1,eba7488e1c67729f045ab43fac426f2e,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-21 16:23:22,249.9,23.87,perfumaria,43.0,259.0,1.0,610.0,22.0,14.0,16.0,perfumery,1.0,credit_card,10.0,273.77,25645,Petropolis,RJ,52091.0,-8.004622706760971,-34.93496049919001,Recife,PE,2016,10,2,12,30,4928.0,0.40900163666121114,1,2016-10-05 12:34:04,273.77,273.77,30.0,249.9,249.9,692,1,273.77,1,1,5,115,At Risk,4,Before_Mid_2018
a9fc3ae13c740ad46532fd50b61c69d5,04a043776b45158df5f274435321c199,delivered,2016-10-04 22:43:33,2016-10-06 15:44:56,2016-10-10 15:44:57,2016-10-13 15:44:57,2016-11-28,7e6f4c38a581cced287444d779368aed,35770,Caetanopolis,MG,1,bd701724b9bc9f955e22db8ec65b5097,bac44fa8e13424950488659b5f765c41,2016-10-10 15:44:57,19.9,14.52,moveis_decoracao,62.0,445.0,2.0,300.0,21.0,12.0,12.0,furniture_decor,1.0,credit_card,3.0,34.42,4534,Sao Paulo,SP,35770.0,-19.303656393400818,-44.40952697159709,Caetanópolis,MG,2016,10,1,22,8,3024.0,0.06611295681063123,1,2016-10-04 22:43:33,34.42,34.42,8.0,19.9,19.9,693,1,34.42,1,3,1,131,Others,4,Before_Mid_2018
4fb7f38042d214ada4d81cc23d228cc8,92da31c4d9d81552801e3c1a6194b796,delivered,2016-10-10 00:01:50,2016-10-11 10:44:13,2016-10-14 18:00:00,2016-11-16 17:17:53,2016-12-14,b74deaa44a000da4ce9bf2913cb8e232,58305,Bayeux,PB,1,dd6a505f83dd3c6326aa9856519e0978,fa40cc5b934574b62717c68f3d678b6d,2016-10-15 10:44:13,49.9,24.84,brinquedos,43.0,623.0,5.0,200.0,16.0,7.0,11.0,toys,1.0,boleto,1.0,74.74,2310,Sao Paulo,SP,58305.0,-7.12832158346477,-34.91319055478633,Bayeux,PB,2016,10,0,0,37,1232.0,0.24825870646766168,1,2016-10-10 00:01:50,74.74,74.74,37.0,49.9,49.9,688,1,74.74,1,4,2,142,Others,0,Before_Mid_2018
14b01335f19b97fce1437168032ae388,10d74e1a3adaeada0d8da4a2b2891cc3,delivered,2016-10-05 19:09:33,2016-10-06 15:59:18,2016-10-15 12:26:22,2016-10-18 20:37:33,2016-11-29,abcee124c52c041bafc381cbc0036d24,13081,Campinas,SP,1,ad5396bf96af6ede77130e54ad266c61,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,39.93,moveis_decoracao,39.0,252.0,1.0,900.0,16.0,34.0,34.0,furniture_decor,1.0,credit_card,3.0,162.39,89220,Joinville,SC,13081.0,-22.85740792114335,-47.067493234800466,Campinas,SP,2016,10,2,19,13,18496.0,0.024827968923418424,3,2016-10-05 19:09:33,487.17,162.39,13.0,67.11,22.37,692,3,487.17,1,5,5,155,At Risk,3,Before_Mid_2018
14b01335f19b97fce1437168032ae388,10d74e1a3adaeada0d8da4a2b2891cc3,delivered,2016-10-05 19:09:33,2016-10-06 15:59:18,2016-10-15 12:26:22,2016-10-18 20:37:33,2016-11-29,abcee124c52c041bafc381cbc0036d24,13081,Campinas,SP,2,98cd3776d33bddd0ebf8ad8b4732d1b4,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,3.99,moveis_decoracao,34.0,252.0,1.0,1200.0,16.0,34.0,34.0,furniture_decor,1.0,credit_card,3.0,162.39,89220,Joinville,SC,13081.0,-22.85740792114335,-47.067493234800466,Campinas,SP,2016,10,2,19,13,18496.0,0.018626144879267278,3,2016-10-05 19:09:33,487.17,162.39,13.0,67.11,22.37,692,3,487.17,1,5,5,155,At Risk,3,Before_Mid_2018
14b01335f19b97fce1437168032ae388,10d74e1a3adaeada0d8da4a2b2891cc3,delivered,2016-10-05 19:09:33,2016-10-06 15:59:18,2016-10-15 12:26:22,2016-10-18 20:37:33,2016-11-29,abcee124c52c041bafc381cbc0036d24,13081,Campinas,SP,1,ad5396bf96af6ede77130e54ad266c61,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,39.93,moveis_decoracao,39.0,252.0,1.0,900.0,16.0,34.0,34.0,furniture_decor,1.0,credit_card,3.0,162.39,89220,Joinville,SC,13081.0,-22.85740792114335,-47.067493234800466,Campinas,SP,2016,10,2,19,13,18496.0,0.024827968923418424,3,2016-10-05 19:09:33,487.17,162.39,13.0,67.11,22.37,692,3,487.17,1,5,5,155,At Risk,3,Before_Mid_2018
3b2ca3293a7ce539ea2379d704fa37ce,06a70917afd2dcd59396e1eac836c646,delivered,2016-10-05 12:44:09,2016-10-06 15:47:17,2016-11-17 11:54:02,2016-11-17 19:53:49,2016-11-25,451c36d15ca9729da50f130f5c0f1c59,31870,Belo Horizonte,MG,1,33e0cfd1cd80a0491da068d7a7f93ff8,dd2bdf855a9172734fbc3744021ae9b9,2016-10-10 15:47:18,169.9,14.97,cama_mesa_banho,44.0,501.0,1.0,2400.0,30.0,30.0,30.0,bed_bath_table,1.0,credit_card,5.0,184.87,31255,Belo Horizonte,MG,31870.0,-19.84364295836597,-43.90406350757184,Belo Horizonte,MG,2016,10,2,12,43,27000.0,0.07076218242399,1,2016-10-05 12:44:09,184.87,184.87,43.0,169.9,169.9,692,1,184.87,1,2,4,124,Others,0,Before_Mid_2018
262118ce178bb3e4590a3adcf6d62e6b,2a69da30b726b7f3db7f1059af5d4304,delivered,2016-10-06 14:59:56,2016-10-07 12:13:49,2016-11-17 08:27:59,2016-11-17 16:23:46,2016-11-30,f7b62c75467e8ce080b201667cbbc274,22071,Rio De Janeiro,RJ,2,6aeed495dcb87dd06532f70dea6ebb5a,b56906f7fd1696e043f1bcce164c487b,2016-10-11 12:13:50,59.9,28.97,beleza_saude,64.0,1404.0,1.0,3100.0,16.0,33.0,17.0,health_beauty,1.0,credit_card,5.0,126.12,19830,Echapora,SP,22071.0,-22.980184787318848,-43.19459066773997,Rio De Janeiro,RJ,2016,10,3,14,42,8976.0,0.01931634956465656,1,2016-10-06 14:59:56,126.12,126.12,42.0,59.9,59.9,691,1,126.12,1,5,3,153,Others,0,Before_Mid_2018
cfdc6f2061897ed3b3f1a9ac3437c6f9,1365d1374ca6c72869ff0c56963f176c,delivered,2016-10-04 22:03:46,2016-10-06 15:44:09,2016-10-10 15:44:09,2016-10-17 15:36:53,2016-11-28,e37af39d93f352f64ede45a151161d0c,21215,Rio De Janeiro,RJ,2,201ec8e4fb8456dd06265be68eb419a7,5a8e7d5003a1f221f9e1d6e411de7c23,2016-10-10 15:44:09,59.9,14.83,moveis_decoracao,52.0,1743.0,2.0,800.0,68.0,8.0,13.0,furniture_decor,1.0,credit_card,7.0,149.46,13076,Campinas,SP,21215.0,-22.833788776762514,-43.296044333899985,Rio De Janeiro,RJ,2016,10,1,22,12,7072.0,0.07478152309612984,2,2016-10-04 22:03:46,298.92,149.46,12.0,119.8,59.9,693,2,298.92,1,5,5,155,At Risk,3,Before_Mid_2018
cfdc6f2061897ed3b3f1a9ac3437c6f9,1365d1374ca6c72869ff0c56963f176c,delivered,2016-10-04 22:03:46,2016-10-06 15:44:09,2016-10-10 15:44:09,2016-10-17 15:36:53,2016-11-28,e37af39d93f352f64ede45a151161d0c,21215,Rio De Janeiro,RJ,1,201ec8e4fb8456dd06265be68eb419a7,5a8e7d5003a1f221f9e1d6e411de7c23,2016-10-10 15:44:09,59.9,14.83,moveis_decoracao,52.0,1743.0,2.0,800.0,68.0,8.0,13.0,furniture_decor,1.0,credit_card,7.0,149.46,13076,Campinas,SP,21215.0,-22.833788776762514,-43.296044333899985,Rio De Janeiro,RJ,2016,10,1,22,12,7072.0,0.07478152309612984,2,2016-10-04 22:03:46,298.92,149.46,12.0,119.8,59.9,693,2,298.92,1,5,5,155,At Risk,3,Before_Mid_2018
